Topic,Mas,Ecs_1,Ecs_2,Ecs_3,Snp,Cnf_1,Cnf_2,Cnf_3,Cnf_4,Sub,Sen,Slc,index,Label_wp,Label_np
Advertising - positive or negative part of our lives,0.9036877598,0.9036877598,0.6568062513,0,0,0,0,0,0,0.9967184379,0,4,1343,0,0
Advertising - positive or negative part of our lives,0.7769310171,0.7769310171,0.6861898607,0.8852970701,0.6669476702,0,1,0,0,0.9241206825,0.408,12,1343,0,0
Advertising - positive or negative part of our lives,0.9036877598,0.9036877598,0.6861898607,0.8852970701,0.6669476702,0,1,0,0,0.9920106943,0.292,19,1343,0,0
Advertising - positive or negative part of our lives,0.7257564004,0.8809685554,0.5712782951,0.7521323506,0.3797845635,0,0,0,0,0.1872974329,0.126,19,1344,1,1
Advertising - positive or negative part of our lives,0.9284280941,0,0,0,0.0039217726,0,1,0,0,0.9753494921,0.333,6,1344,1,1
Advertising - positive or negative part of our lives,0,0,0,0,0.3048692529,0,1,0,0,0.8443725851,0.421,10,1344,1,1
Advertising - positive or negative part of our lives,0.9284280941,0.8809685554,0.5712782951,0.7521323506,0.3252981821,0,1,0,0,0.3610861155,0.254,39,1344,1,1
Advertising - positive or negative part of our lives,0.7212856539,0.8514686147,0.7172407323,0.8375058529,0.2443270708,0,1,0,0,0.9953695792,0.276,19,1345,1,0
Advertising - positive or negative part of our lives,0.7212856539,0.8514686147,0.7172407323,0.8375058529,0.2443270708,0,1,0,0,0.9937870506,0.264,21,1345,1,0
Advertising - positive or negative part of our lives,0.6516189824,0.6938772318,0.6501087569,0.8375058529,0.2443270708,0,1,0,0,0.9090199831,0,5,1346,1,1
Advertising - positive or negative part of our lives,0,0,0,0,0.4987737362,0,0,0,0,0.7921570034,0.492,6,1346,1,1
Advertising - positive or negative part of our lives,0.6516189824,0.6938772318,0.6501087569,0.8375058529,0.4125084113,0,1,0,0,0.8030561343,0.244,14,1346,1,1
Advertising - positive or negative part of our lives,0,0,0,0,0.1446849717,0,1,0,0,0.4282173578,0,8,1347,1,1
Advertising - positive or negative part of our lives,0.6680373798,0.9005572684,0.5021678268,0.8509235062,0.4337273441,0,1,0,0,0.817616799,0.545,7,1347,1,1
Advertising - positive or negative part of our lives,0.9036877598,0.9345287046,0.6568062513,0,0,0,1,0,0,0.9999577686,0.475,13,1347,1,1
Advertising - positive or negative part of our lives,0.9036877598,0.9036877598,0.6568062513,0,0,0,1,0,0,0.9956049566,0,4,1347,1,1
Advertising - positive or negative part of our lives,0,0,0,0,0,0,1,0,0,0.9976297445,0.572,8,1347,1,1
Advertising - positive or negative part of our lives,0.9036877598,0.9345287046,0.6568062513,0.8509235062,0.4261128901,0,1,0,0,0.999522316,0.343,33,1347,1,1
Advertising - positive or negative part of our lives,0.8098770224,0.8098770224,0.6805235912,0.8375058529,0,0,1,0,0,0.9805382483,0.36,15,1348,1,1
Advertising - positive or negative part of our lives,0,0,0,0,0.567482515,0,0,0,0,0.923847175,0,2,1348,1,1
Advertising - positive or negative part of our lives,0.6516189824,0.6938772318,0.6501087569,0.8375058529,0.2443270708,0,1,0,0,0.9435768727,0.436,12,1348,1,1
Advertising - positive or negative part of our lives,0.8098770224,0.8098770224,0.6805235912,0.8375058529,0,0,1,0,0,0.907821276,0.34,17,1348,1,1
The nuclear power provide clean and cheap energy,0.8576872493,0.8800126514,0.7760045558,0.8620057786,0,0,1,0,0,0.99724987,0.305,38,1349,0,0
The nuclear power provide clean and cheap energy,0.4202426432,0.7018203666,0.72345837,0.6724501967,0,0,1,0,0,0.8990233305,0,13,1349,0,0
The nuclear power provide clean and cheap energy,0.8576872493,0.8800126514,0.7760045558,0.8620057786,0,0,1,0,0,0.9967275904,0.448,13,1349,0,0
The nuclear power provide clean and cheap energy,0.7558326208,0.7558326208,0.713731491,0.8244152417,0,0,1,0,0,0.6529878774,0.457,10,1349,0,0
The nuclear power provide clean and cheap energy,0.8576872493,0.8800126514,0.7760045558,0.8620057786,0,0,1,0,0,0.99724987,0.305,38,1349,0,0
The nuclear power provide clean and cheap energy,0.4751624814,0.6830423359,0.5154209488,0.7572551215,0,0,1,0,0,0.9978031533,0,7,1350,1,1
The nuclear power provide clean and cheap energy,0.602590338,0.7900247682,0.7196237833,0,0,0,1,0,0,0.8651854822,0,13,1350,1,1
The nuclear power provide clean and cheap energy,0.602590338,0.7900247682,0.7196237833,0,0,0,1,0,0,0.9968063087,0,21,1350,1,1
The nuclear power provide clean and cheap energy,0.602590338,0.7900247682,0.7196237833,0.5814922224,0,0,1,0,0,0.999808947,0.366,13,1351,0,0
The nuclear power provide clean and cheap energy,0.602590338,0.7900247682,0.7196237833,0.5814922224,0,0,1,0,0,0.999808947,0.366,13,1351,0,0
The nuclear power provide clean and cheap energy,0.7296961188,0.8197919156,0.4273648303,0.6774341652,0,0,1,0,0,0.0037514442,0.139,20,1352,1,1
The nuclear power provide clean and cheap energy,0.7296961188,0.8197919156,0.4273648303,0.6774341652,0,0,1,0,0,0.8588981906,0,5,1352,1,1
The nuclear power provide clean and cheap energy,0,0,0,0,0,0,0,0,0,0.002484808,0.195,14,1352,1,1
The nuclear power provide clean and cheap energy,0.7296961188,0.8197919156,0.4273648303,0.6774341652,0,0,1,0,0,0.0037514442,0.139,20,1352,1,1
The nuclear power provide clean and cheap energy,0.4961475654,0.6710976982,0.7520885039,0.3992917452,0,0,1,1,0,0.5575433842,0.485,10,1353,1,0
The nuclear power provide clean and cheap energy,0.4961475654,0.6710976982,0.7520885039,0.3992917452,0,0,1,1,0,0.5575433842,0.485,10,1353,1,0
The nuclear power provide clean and cheap energy,0.8099190027,0.8099190027,0.7844180381,0.8800126514,0,0,1,0,0,0.2706119462,0,21,1354,1,0
The nuclear power provide clean and cheap energy,0.8099190027,0.8099190027,0.7844180381,0.8800126514,0,0,1,0,0,0.2706119462,0,21,1354,1,0
The nuclear power provide clean and cheap energy,0.7296961188,0.8533406908,0.628628364,0.7587981009,0,0,1,0,0,0.7302328249,0.262,22,1355,1,1
The nuclear power provide clean and cheap energy,0.7296961188,0.8022497794,0.4273648303,0.6774341652,0,0,1,0,0,0.9920691994,0,7,1355,1,1
The nuclear power provide clean and cheap energy,0,0.8533406908,0.628628364,0.7587981009,0,0,1,0,0,0.0801521113,0.39,14,1355,1,1
The nuclear power provide clean and cheap energy,0.7296961188,0.8533406908,0.628628364,0.7587981009,0,0,1,0,0,0.7302328249,0.262,22,1355,1,1
The nuclear power provide clean and cheap energy,0.8371249969,0.8145144389,0.7006436865,0.7909273059,0,0,1,1,0,0.0016605313,0.156,30,1356,1,0
The nuclear power provide clean and cheap energy,0.8371249969,0.8145144389,0.7006436865,0.7909273059,0,0,1,1,0,0.0016605313,0.156,30,1356,1,0
The nuclear power provide clean and cheap energy,0.7349374217,0.7578448856,0.7111805957,0.7717277119,0,0,1,0,0,0.9999801145,0.481,17,1357,1,0
The nuclear power provide clean and cheap energy,0.5002968031,0.7578448856,0.604585517,0.7717277119,0,0,1,0,0,0.9103116247,0.5,4,1357,1,0
The nuclear power provide clean and cheap energy,0.7349374217,0.7018203666,0.7111805957,0.7051629331,0,0,1,0,0,0.9999498784,0.507,12,1357,1,0
The nuclear power provide clean and cheap energy,0.7349374217,0.7578448856,0.7111805957,0.7717277119,0,0,1,0,0,0.9999801145,0.481,17,1357,1,0
The nuclear power provide clean and cheap energy,0,0,0,0,0,0,0,0,0,0.9908043914,0,4,1358,1,0
The nuclear power provide clean and cheap energy,0.8129863078,0.9047424655,0.6116956891,0.9221759128,0,0,1,0,0,0.9997387863,0.08,26,1358,1,0
The nuclear power provide clean and cheap energy,0.8129863078,0.9047424655,0.6116956891,0.9221759128,0,0,1,0,0,0.999977354,0.086,31,1358,1,0
The nuclear power provide clean and cheap energy,0.712438609,0.8622864237,0.7549120734,0.8204445421,0,0,1,0,0,0.8485513367,0.342,21,1359,1,1
The nuclear power provide clean and cheap energy,0.712438609,0.8622864237,0.7549120734,0.8204445421,0,0,1,0,0,0.8485513367,0.342,21,1359,1,1
The nuclear power provide clean and cheap energy,0.6867609634,0.8655232634,0.7093423485,0.7865716398,0,0,1,0,0,0.9999283868,0.149,18,1360,1,0
The nuclear power provide clean and cheap energy,0.6867609634,0.8655232634,0.7093423485,0.7865716398,0,0,1,0,0,0.9999283868,0.149,18,1360,1,0
The nuclear power provide clean and cheap energy,0,0,0,0,0,0,0,0,0,0.9675036994,0,4,1361,1,1
The nuclear power provide clean and cheap energy,0.8576872493,0.8800126514,0.7760045558,0.8620057786,0,0,1,0,0,0.9999568844,0.375,27,1361,1,1
The nuclear power provide clean and cheap energy,0.8438028825,0.8438028825,0.7558326208,0,0,0,0,0,0,0.9931911471,0.231,9,1361,1,1
The nuclear power provide clean and cheap energy,0.8576872493,0.8800126514,0.7760045558,0.8620057786,0,0,1,0,0,0.9984405082,0.476,17,1361,1,1
The nuclear power provide clean and cheap energy,0.8576872493,0.8800126514,0.7760045558,0.8620057786,0,0,1,0,0,0.9999555327,0.335,32,1361,1,1
The nuclear power provide clean and cheap energy,0.8533406908,0.889528494,0.7196237833,0.7587981009,0,0,1,0,0,0.9926772656,0.172,16,1362,0,0
The nuclear power provide clean and cheap energy,0,0,0,0,0,0,1,0,0,0.9689504087,0,3,1362,0,0
The nuclear power provide clean and cheap energy,0.8533406908,0.889528494,0.628628364,0.7587981009,0,0,0,0,0,0.9459227147,0.213,12,1362,0,0
The nuclear power provide clean and cheap energy,0.8533406908,0.889528494,0.7196237833,0.7587981009,0,0,1,0,0,0.9926772656,0.172,16,1362,0,0
Giving mobile phones to the unemployed,0.63221583,0.7510499455,0.4225568168,0.8349193475,0,0,1,0,0,0.858719966,0.261,16,1363,0,0
Giving mobile phones to the unemployed,0.63221583,0.7510499455,0.4225568168,0.8349193475,0,0,1,1,0,0.7366336792,0.247,18,1363,0,0
Giving mobile phones to the unemployed,0.8657157164,0.8654268382,0.7465977245,0.8072752313,0,1,1,0,0,0.7214692928,0.334,25,1364,0,0
Giving mobile phones to the unemployed,0.8186956448,0.8654268382,0,0,0,0,1,0,0,0.9077052295,0,2,1364,0,0
Giving mobile phones to the unemployed,0.5079950829,0.5940749267,0,0.7914127984,0,0,1,0,0,0.8395438957,0.467,15,1364,0,0
Giving mobile phones to the unemployed,0,0,0,0,0,0,0,0,0,0.4060292186,0,6,1364,0,0
Giving mobile phones to the unemployed,0.8657157164,0.8654268382,0.7465977245,0.8072752313,0,1,1,0,0,0.7214692928,0.334,25,1364,0,0
Giving mobile phones to the unemployed,0.8195962722,0.7022074437,0.3057418264,0.6742276717,0,0,1,0,0,0.68128632,0.149,17,1365,0,0
Giving mobile phones to the unemployed,0.8195962722,0,0,0,0,0,1,0,0,0.8079369224,0,3,1365,0,0
Giving mobile phones to the unemployed,0.500475604,0.7022074437,0.3057418264,0.6742276717,0,0,1,0,0,0.6717216131,0.173,13,1365,0,0
Giving mobile phones to the unemployed,0.8195962722,0.7022074437,0.3057418264,0.6742276717,0,0,1,0,0,0.68128632,0.149,17,1365,0,0
Giving mobile phones to the unemployed,0.8400073412,0.8400073412,0.7067267053,0.7482081599,0,0,1,0,0,0.9955283943,0.443,30,1366,1,1
Giving mobile phones to the unemployed,0.6347835367,0.8299458749,0.4914192225,0,0,0,1,0,0,0.9996936016,0.496,13,1366,1,1
Giving mobile phones to the unemployed,0.8400073412,0.8400073412,0.7067267053,0.7482081599,0,0,1,0,0,0.2118195815,0.425,16,1366,1,1
Giving mobile phones to the unemployed,0.8400073412,0.8400073412,0.7067267053,0.7482081599,0,0,1,0,0,0.9987959819,0.429,32,1366,1,1
Giving mobile phones to the unemployed,0,0,0,0,0,0,0,0,0,0.9567183929,0.474,6,1367,1,0
Giving mobile phones to the unemployed,0.8657157164,0.8647712599,0.7465977245,0.8665215168,0,1,1,0,0,0.4406910113,0.18,13,1367,1,0
Giving mobile phones to the unemployed,0.8195962722,0,0,0,0,0,0,0,0,0.8205935235,0.207,13,1367,1,0
Giving mobile phones to the unemployed,0.7654722751,0.7654722751,0.6464750719,0.8665215168,0,0,1,0,0,0.8669388895,0.305,7,1367,1,0
Giving mobile phones to the unemployed,0,0,0,0,0,0,0,0,0,0.4171536327,0,5,1367,1,0
Giving mobile phones to the unemployed,0.8657157164,0.8647712599,0.7465977245,0.8665215168,0,1,1,0,0,0.7166587305,0.252,34,1367,1,0
Giving mobile phones to the unemployed,0.8195962722,0,0,0,0,0,0,0,0,0.5665196088,0,7,1368,1,0
Giving mobile phones to the unemployed,0.7253022094,0.8396940191,0.6934556901,0.76278059,0,1,1,0,0,0.2697183613,0,12,1368,1,0
Giving mobile phones to the unemployed,0,0,0,0,0,0,0,0,0,0.3619251455,0,6,1368,1,0
Giving mobile phones to the unemployed,0,0,0,0,0,0,1,0,0,0.7239057404,0,5,1368,1,0
Giving mobile phones to the unemployed,0.8195962722,0.8396940191,0.6031314341,0.7375069837,0,1,1,0,0,0.6076156292,0,23,1368,1,0
Giving mobile phones to the unemployed,0,0,0,0,0,0,0,0,0,0.4677376604,0.351,6,1369,1,0
Giving mobile phones to the unemployed,0.8195962722,0,0,0,0,0,1,0,0,0.0683255397,0,27,1369,1,0
Giving mobile phones to the unemployed,0.8195962722,0,0,0,0,0,0,0,0,0.4857092817,0,9,1369,1,0
Giving mobile phones to the unemployed,0.8195962722,0,0,0,0,0,1,0,0,0.0379791364,0,17,1369,1,0
Giving mobile phones to the unemployed,0.8195962722,0,0,0,0,0,1,0,0,0.008279057,0.08,34,1369,1,0
Giving mobile phones to the unemployed,0.8195962722,0.8647712599,0.7465977245,0.8072752313,0,0,0,0,0,0.8871750226,0.111,22,1370,1,0
Giving mobile phones to the unemployed,0.8195962722,0.8647712599,0.7465977245,0.8072752313,0,0,0,0,0,0.9400932435,0.098,26,1370,1,0
Giving mobile phones to the unemployed,0.7121935434,0.7655020951,0,0.7870690337,0,0,1,0,0,0.6761454999,0,11,1371,1,1
Giving mobile phones to the unemployed,0.8195962722,0,0,0,0,0,0,0,0,4.64774321026E-05,0,16,1371,1,1
Giving mobile phones to the unemployed,0.8195962722,0.7655020951,0,0.7870690337,0,0,1,0,0,1.79136833941E-05,0,31,1371,1,1
Giving mobile phones to the unemployed,0,0,0,0,0,0,1,0,0,0.8472327303,0,4,1372,1,0
Giving mobile phones to the unemployed,0.3984291956,0.8141332173,0.5472737991,0.5858822711,0,0,1,0,0,0.7627604586,0.4,12,1372,1,0
Giving mobile phones to the unemployed,0,0,0,0,0,0,1,0,0,0.9363805365,0.286,22,1372,1,0
Giving mobile phones to the unemployed,0.7612118784,0.7360887493,0.7572051697,0.7131310177,0,0,1,0,0,0.3537174428,0.112,25,1373,1,0
Giving mobile phones to the unemployed,0.7612118784,0.7360887493,0.7572051697,0.7131310177,0,0,1,0,0,0.3537174428,0.112,25,1373,1,0
Giving mobile phones to the unemployed,0,0,0,0,0,0,0,0,0,0.6831184843,0,4,1374,1,0
Giving mobile phones to the unemployed,0.8195962722,0.7992280926,0.7572051697,0.7131310177,0,0,0,0,0,0.1486029645,0.182,30,1374,1,0
Giving mobile phones to the unemployed,0.7360887493,0.7360887493,0.7572051697,0.7131310177,0,0,0,0,0,0.9162395585,0.154,18,1374,1,0
Giving mobile phones to the unemployed,0.8195962722,0.7992280926,0.6831946917,0,0,0,0,0,0,0.0503201589,0.252,11,1374,1,0
Giving mobile phones to the unemployed,0.8195962722,0.7992280926,0.7572051697,0.7131310177,0,0,0,0,0,0.0642176604,0.162,35,1374,1,0
Giving mobile phones to the unemployed,0.7360887493,0.7360887493,0.7572051697,0.7131310177,0,0,1,0,0,0.8930580486,0.286,17,1375,1,1
Giving mobile phones to the unemployed,0.7360887493,0.7360887493,0.7572051697,0.7131310177,0,0,1,0,0,0.8613784362,0.259,20,1375,1,1
Giving mobile phones to the unemployed,0.8657157164,0.8647712599,0.7465977245,0.8072752313,0,0,1,0,0,0.0807440688,0.565,7,1376,1,1
Giving mobile phones to the unemployed,0.7805062883,0.7805062883,0,0,0,0,0,0,0,0.9504332252,0.504,10,1376,1,1
Giving mobile phones to the unemployed,0.8657157164,0.8647712599,0.7465977245,0.8072752313,0,0,1,0,0,0.1527904286,0.512,20,1376,1,1
Giving mobile phones to the unemployed,0.7992280926,0.7992280926,0.6831946917,0,0,0,0,0,0,0.7488692736,0.142,13,1377,1,0
Giving mobile phones to the unemployed,0.8195962722,0,0,0,0,0,1,0,0,0.5597587963,0,5,1377,1,0
Giving mobile phones to the unemployed,0.7992280926,0.7992280926,0.6831946917,0,0,0,0,0,0,0.9965811931,0.312,5,1377,1,0
Giving mobile phones to the unemployed,0,0,0,0,0,0,0,0,0,0.0395629436,0,7,1377,1,0
Giving mobile phones to the unemployed,0.8195962722,0.7992280926,0.6831946917,0,0,0,1,0,0,0.2887579648,0.108,19,1377,1,0
Giving mobile phones to the unemployed,0.8195962722,0.8654268382,0,0,0,0,1,0,0,0.4545128294,0.24,23,1378,1,0
Giving mobile phones to the unemployed,0.8186956448,0.8654268382,0,0,0,0,1,0,0,0.9561386755,0.298,9,1378,1,0
Giving mobile phones to the unemployed,0.8195962722,0,0,0,0,0,1,0,0,0.0695037109,0.209,13,1378,1,0
Giving mobile phones to the unemployed,0.8195962722,0.8654268382,0,0,0,0,1,0,0,0.4545128294,0.24,23,1378,1,0
Giving mobile phones to the unemployed,0.7906191275,0.7360887493,0.7572051697,0.7131310177,0,0,1,0,0,0.0472013428,0,6,1379,1,0
Giving mobile phones to the unemployed,0.7360887493,0.7360887493,0.7572051697,0.7131310177,0,0,1,0,0,0.0312670713,0,12,1379,1,0
Giving mobile phones to the unemployed,0,0,0,0,0,0,0,0,0,0.756774136,0.375,4,1380,1,1
Giving mobile phones to the unemployed,0.4211051921,0.8261214856,0.6869653084,0.7081990385,0,1,1,0,0,0.9964616205,0.353,19,1380,1,1
Giving mobile phones to the unemployed,0,0,0,0,0,0,0,0,0,0.643229336,0.474,3,1380,1,1
Giving mobile phones to the unemployed,0.4211051921,0.8261214856,0.6869653084,0.7081990385,0,0,1,0,0,0.9663680889,0.306,6,1380,1,1
Giving mobile phones to the unemployed,0,0,0,0,0,0,1,0,0,0.9752875445,0.4,12,1380,1,1
Giving mobile phones to the unemployed,0.4211051921,0.8261214856,0.6869653084,0.7081990385,0,1,1,1,0,0.9289776462,0.333,27,1380,1,1
Giving mobile phones to the unemployed,0,0,0,0,0,0,0,0,0,0.8523128642,0,6,1381,1,1
Giving mobile phones to the unemployed,0.8071356418,0.8647712599,0.7465977245,0.8072752313,0,1,1,0,0,0.6828610071,0.202,32,1381,1,1
Giving mobile phones to the unemployed,0.8071356418,0,0,0,0,0,1,0,0,0.6866427242,0,11,1381,1,1
Giving mobile phones to the unemployed,0.5555722996,0.5555722996,0,0,0,0,1,0,0,0.7446974542,0.307,20,1381,1,1
Giving mobile phones to the unemployed,0.8071356418,0.8647712599,0.7465977245,0.8072752313,0,1,1,0,0,0.6985319886,0.177,39,1381,1,1
Giving mobile phones to the unemployed,0.7121935434,0.8299458749,0.4914192225,0.7870690337,0,0,1,0,0,0.5755073748,0.248,21,1382,0,0
Giving mobile phones to the unemployed,0.7121935434,0.8299458749,0.4914192225,0.7870690337,0,0,1,0,0,0.5755073748,0.248,21,1382,0,0
Giving mobile phones to the unemployed,0.8186956448,0.8654268382,0.7572051697,0.7131310177,0,0,1,0,0,0.9943734988,0.13,39,1383,0,0
Giving mobile phones to the unemployed,0.6347835367,0.8299458749,0.4914192225,0,0,0,1,0,0,0.9977550378,0.677,3,1383,0,0
Giving mobile phones to the unemployed,0.8186956448,0.8654268382,0.7572051697,0.7131310177,0,0,1,0,0,0.6155632907,0.086,35,1383,0,0
Giving mobile phones to the unemployed,0.8186956448,0.8654268382,0.7572051697,0.7131310177,0,0,1,0,0,0.9943734988,0.13,39,1383,0,0
Use of CCTV cameras,0,0,0,0,0,0,0,0,0,0.7902014208,0,3,1384,0,0
Use of CCTV cameras,0.8358175277,0.823039797,0.753259806,0.8319504066,0,0,1,0,0,0.6633378991,0,10,1384,0,0
Use of CCTV cameras,0.8676768841,0.823039797,0.8798597014,0.8319504066,0,0,1,1,0,0.0111644832,0,18,1384,0,0
Use of CCTV cameras,0.6761733894,0,0,0,0,0,1,0,0,0.4209947891,0,5,1385,0,0
Use of CCTV cameras,0.5967054071,0.6802626971,0.6643828687,0.8051996387,0,0,1,0,0,0.0762098396,0,14,1385,0,0
Use of CCTV cameras,0.6761733894,0.6802626971,0.6643828687,0.8051996387,0,0,1,0,0,0.0102279944,0,20,1385,0,0
Use of CCTV cameras,0.8051996387,0.8051996387,0.7040198289,0.6555586337,0,0,1,0,0,0.9523161154,0.167,14,1386,0,0
Use of CCTV cameras,0,0,0,0,0,0,1,0,0,0.9324137984,0,12,1386,0,0
Use of CCTV cameras,0.7001655275,0.7741935323,0.7040198289,0,0,0,1,0,0,0.9568113731,0,3,1386,0,0
Use of CCTV cameras,0.8051996387,0.8051996387,0.5685442073,0.6555586337,0,0,1,0,0,0.7840163383,0.224,10,1386,0,0
Use of CCTV cameras,0.8051996387,0.8051996387,0.7040198289,0.6555586337,0,0,1,0,0,0.972745198,0.102,27,1386,0,0
