Topic,Mas,Ecs_1,Ecs_2,Ecs_3,Cnf_1,Cnf_2,Cnf_3,Cnf_4,Sub,Sen,sq1,sq2,sq3,sq4,sq5,sq6,sq7,Title,Sen_num
bees,0.2609744891,0,0,0,0,0,0,0,0.9747295754,0.295,0,0,0,0,0,0,0,Why_bees_are_disappearing,100
bees,0.4747078454,0.4537839279,0.4650467401,0.5296110276,0,1,0,0,0.9385152581,0,0,0,0,0,0,0,0.3076923077,Why_bees_are_disappearing,101
bees,0.4642322666,0.4537839279,0.4650467401,0.5296110276,1,1,0,0,0.8349857878,0,0,0,0,0,0,0,0.0625,Why_bees_are_disappearing,102
bees,0,0,0,0,0,0,0,0,0.8539922932,0,0,0,0,0,0,0,0,Why_bees_are_disappearing,103
bees,0,0,0,0,0,0,0,0,0.7388182738,0,0,0,0,0,0,0,0,Why_bees_are_disappearing,104
bees,0,0.3751268619,0.0409543362,0.001981739,0,0,0,0,0.1995493131,0,0,0,0,0,0,0,0,Why_bees_are_disappearing,105
bees,0,0,0,0,0,0,0,0,0.8576628895,0,0,0,0,0,0,0,0,Why_bees_are_disappearing,106
bees,0.4642322666,0.4537839279,0.4650467401,0.5296110276,1,1,1,0,0.678183254,0.272,0.0555555556,0.1666666667,0,0.1111111111,0.1111111111,0.0555555556,0,Why_bees_are_disappearing,107
bees,0.1768770961,0,0,0,0,1,0,0,0.9596147893,0,0,0,0,0,0,0,0,Why_bees_are_disappearing,108
bees,0.1768770961,0,0,0,0,1,0,0,0.921142993,0.073,0,0,0,0,0,0,0,Why_bees_are_disappearing,109
bees,0.1768770961,0,0,0,0,1,0,0,0.9326500531,0,0,0,0,0,0,0,0,Why_bees_are_disappearing,110
bees,0.337028593,0.193698099,0.1292388185,0.0724080349,1,1,0,0,0.1951700508,0.071,0,0,0,0,0,0,0,Why_bees_are_disappearing,111
bees,1,0.508590908,0.638316588,0.518700156,0,1,0,0,0.9999966762,0.295,0,0,0,0,0.0277777778,0,0.0555555556,Why_bees_are_disappearing,112
bees,1,0.508590908,0.638316588,0.518700156,0,1,0,0,0.1472520459,0.35,0,0,0,0,0,0,0.0714285714,Why_bees_are_disappearing,113
bees,0.4788593333,0.3417426715,0.276996233,0.4496766566,0,1,0,0,0.9999907614,0.261,0.0892857143,0.0357142857,0.0535714286,0.0714285714,0.0535714286,0.0178571429,0,Why_bees_are_disappearing,114
bees,0.2477233294,0,0,0,0,1,0,0,0.0310404852,0.148,0,0,0,0,0,0,0,Why_bees_are_disappearing,115
bees,0,0,0,0,0,0,0,0,0.7953555237,0.294,0,0,0,0,0,0,0,Why_bees_are_disappearing,116
bees,0,0,0,0,0,0,0,0,0.8406979163,0.455,0,0,0,0,0,0,0,Why_bees_are_disappearing,117
bees,0,0,0,0,0,0,0,0,0.9320405637,0,0,0,0,0,0,0,0,Why_bees_are_disappearing,118
bees,0.1066143166,0.2615035064,0.2603281096,0.0135411933,0,1,0,0,0.9968152086,0,0.0625,0.0625,0.1875,0.125,0.0625,0.1875,0,Why_bees_are_disappearing,119
bees,0.0313988772,0.2092603537,0.0354508224,0.1719045297,0,1,0,0,0.9981242778,0,0,0,0,0,0,0,0,Why_bees_are_disappearing,120
bees,0,0,0,0,0,0,0,0,0.8742003288,0.524,0,0,0,0,0,0,0,Why_bees_are_disappearing,121
bees,0.0445945195,0.2149079877,0,0.159723867,0,1,0,1,0.5466708291,0.231,0,0,0,0,0,0,0,Why_bees_are_disappearing,122
bees,0.1768770961,0,0,0,0,0,1,0,0.6847316008,0.223,0,0,0,0,0,0,0,Why_bees_are_disappearing,123
bees,0.1377911199,0.1377911199,0.0417671783,0,0,1,0,0,0.9868351204,0,0,0,0,0,0,0,0,Why_bees_are_disappearing,124
bees,0.1056947438,0.1471836033,0.1615192574,0.0491660023,0,1,0,0,0.9981558338,0.184,0,0,0,0,0,0.0714285714,0,Why_bees_are_disappearing,125
bees,0,0,0,0,0,0,0,0,0.6936211129,0,0,0,0,0,0,0,0,Why_bees_are_disappearing,126
bees,0.6403605197,0.2554207223,0.1887270817,0,0,1,0,0,0.2859845844,0.135,0,0,0,0,0,0,0.04,Why_bees_are_disappearing,127
bees,0.1768770961,0,0,0,0,1,0,0,0.9766862285,0,0,0,0,0,0,0,0,Why_bees_are_disappearing,128
bees,0.1768770961,0,0,0,0,0,0,0,0.9055397401,0.27,0,0,0,0,0,0,0,Why_bees_are_disappearing,129
bees,0.1768770961,0,0,0,0,1,0,0,0.9862560388,0.261,0,0,0,0,0,0,0,Why_bees_are_disappearing,130
bees,0,0,0,0,0,0,0,0,0.8742003288,0,0,0,0,0,0,0,0,Why_bees_are_disappearing,131
bees,0,0,0,0,0,0,0,0,0.8742003288,0.556,0,0,0,0,0,0,0,Why_bees_are_disappearing,132
capitalism,0.3435880652,0,0,0,0,1,0,0,0.9438437527,0,0,0,0,0,0,0,0,Why_we_need_to_rethink_capitalism,1
capitalism,0.3297599859,0.3783121752,0.4166282782,0,0,1,0,0,0.9999917705,0.444,0,0,0,0,0,0,0.1666666667,Why_we_need_to_rethink_capitalism,2
capitalism,0.4370791174,0.5374306772,0.4045166388,0.1191550295,0,1,0,0,0.9999044684,0.27,0,0,0,0,0,0,0,Why_we_need_to_rethink_capitalism,3
capitalism,0.2865848768,0.3783121752,0.3255908231,0,0,0,0,0,0.0543887708,0.088,0,0,0,0,0,0,0,Why_we_need_to_rethink_capitalism,4
capitalism,0.2865848768,0.3783121752,0.3255908231,0,0,1,0,0,0.9983379881,0.211,0,0,0,0,0,0,0,Why_we_need_to_rethink_capitalism,5
capitalism,0.3198911958,0.4768807472,0.4879467456,0.3605046991,0,1,1,0,0.9999988777,0.328,0.0294117647,0.0294117647,0,0,0.0294117647,0.0588235294,0,Why_we_need_to_rethink_capitalism,6
capitalism,0.3198911958,0,0,0,0,1,1,0,0.9897835199,0.168,0,0,0,0,0,0,0.0185185185,Why_we_need_to_rethink_capitalism,7
capitalism,0.3297599859,0.3297599859,0.4166282782,0,0,1,0,0,0.9990039526,0.217,0,0,0,0,0,0,0,Why_we_need_to_rethink_capitalism,8
capitalism,0.3198911958,0,0,0,0,1,1,0,0.9999975996,0.149,0,0,0,0,0,0,0.1034482759,Why_we_need_to_rethink_capitalism,9
capitalism,0.3297599859,0.3297599859,0.4166282782,0,0,1,0,0,0.9998827736,0.2,0.0540540541,0,0.0810810811,0.1081081081,0.0540540541,0,0.0540540541,Why_we_need_to_rethink_capitalism,10
capitalism,0.3297599859,0.3297599859,0.4166282782,0,0,1,0,0,0.9875540095,0.327,0,0,0,0,0,0,0,Why_we_need_to_rethink_capitalism,11
capitalism,0,0,0,0,0,0,0,0,0.9981957826,0,0,0,0,0,0,0,0,Why_we_need_to_rethink_capitalism,12
capitalism,0.3198911958,0.06291652,0.2581915428,0.2803292271,0,1,0,0,0.7448981209,0.104,0,0,0,0,0,0,0,Why_we_need_to_rethink_capitalism,13
capitalism,0.2930542169,0.2036965286,0.1764874661,0,0,1,1,0,0.999998675,0.168,0,0,0,0,0,0,0,Why_we_need_to_rethink_capitalism,14
capitalism,0.2362598764,0.5511658179,0.2649107558,0.4176620901,0,1,1,1,0.9254464255,0.377,0,0,0,0,0,0,0.1,Why_we_need_to_rethink_capitalism,15
capitalism,0.3322883496,0.3788857176,0.3413461162,0,0,1,0,0,0.9919646742,0.156,0.0666666667,0.1333333333,0,0.2,0.2,0.2,0,Why_we_need_to_rethink_capitalism,16
capitalism,0.309809041,0,0,0,0,1,0,0,0.9817493076,0,0,0,0,0.1666666667,0.1666666667,0,0,Why_we_need_to_rethink_capitalism,17
capitalism,0.4362929634,0.4362929634,0.2654660953,0.4301711599,0,1,0,0,0.6440551336,0.305,0,0,0,0,0,0,0.0294117647,Why_we_need_to_rethink_capitalism,18
capitalism,0.4415913072,0.4415913072,0.3074517789,0.2139955656,0,1,0,0,0.9774263178,0.286,0,0,0,0,0,0,0,Why_we_need_to_rethink_capitalism,19
capitalism,0,0.06291652,0.2581915428,0.2803292271,0,1,0,1,0.1972243757,0.163,0,0,0.0555555556,0,0,0,0,Why_we_need_to_rethink_capitalism,20
capitalism,0.3283513465,0.3283513465,0.2181606574,0.3413604662,0,1,0,0,0.7668680989,0,0,0,0,0,0.1428571429,0.1428571429,0,Why_we_need_to_rethink_capitalism,21
capitalism,0.2930542169,0,0,0,0,1,0,0,0.9051282397,0.185,0,0,0,0,0,0,0.1666666667,Why_we_need_to_rethink_capitalism,22
capitalism,0.3283513465,0.3283513465,0.2181606574,0.3413604662,0,1,0,0,0.137443905,0,0,0,0,0,0,0,0.1,Why_we_need_to_rethink_capitalism,23
capitalism,0.2930542169,0.3897160538,0.3636396032,0.3897160538,0,1,0,0,0.4298003676,0.195,0,0,0,0,0,0,0.0740740741,Why_we_need_to_rethink_capitalism,24
capitalism,0.2673814048,0.4847899136,0.202919229,0.4530461794,0,1,1,1,0.8915397514,0.224,0.0526315789,0,0,0.0526315789,0.0526315789,0,0.0526315789,Why_we_need_to_rethink_capitalism,25
capitalism,0.3297599859,0.3297599859,0.4166282782,0,0,1,0,0,0.9447496543,0,0,0,0.1428571429,0,0,0,0,Why_we_need_to_rethink_capitalism,26
capitalism,0,0,0,0,0,0,0,0,0.9026429771,0,0,0,0,0,0,0,0,Why_we_need_to_rethink_capitalism,27
capitalism,0.3198911958,0,0,0,0,1,0,0,0.7508324302,0,0,0,0,0,0,0,0,Why_we_need_to_rethink_capitalism,28
capitalism,0.309809041,0,0,0,0,1,0,0,0.7615930479,0.515,0,0,0.0588235294,0,0,0,0,Why_we_need_to_rethink_capitalism,29
capitalism,0.3297599859,0.3297599859,0.4166282782,0.2491107262,1,1,1,0,0.9995373105,0.336,0,0,0.0434782609,0,0,0,0,Why_we_need_to_rethink_capitalism,30
capitalism,0.382819101,0.382819101,0.3223976632,0,0,1,0,0,0.9731230263,0,0,0,0,0,0,0,0,Why_we_need_to_rethink_capitalism,31
capitalism,0.3297599859,0.3297599859,0.4166282782,0,0,1,0,0,0.969229519,0.205,0,0,0.2,0,0,0,0,Why_we_need_to_rethink_capitalism,32
capitalism,0.1086700503,0.1086700503,0.2394959928,0,0,1,0,0,0.9972422055,0,0,0,0,0,0,0,0,Why_we_need_to_rethink_capitalism,33
capitalism,0.4176620901,0.4872023008,0.3417320292,0.4974038806,1,1,1,0,0.999471883,0.129,0,0.0196078431,0.0980392157,0.0392156863,0.0196078431,0.0196078431,0,Why_we_need_to_rethink_capitalism,34
capitalism,0.4299297095,0.4768807472,0.4879467456,0.3605046991,0,1,0,0,0.9999440007,0.241,0.0833333333,0.1666666667,0,0,0.0833333333,0,0,Why_we_need_to_rethink_capitalism,35
capitalism,0.3198911958,0.2563860675,0.2581915428,0.2803292271,0,1,1,0,0.9933020749,0.259,0.1034482759,0,0.0689655172,0.0689655172,0.0689655172,0.0689655172,0,Why_we_need_to_rethink_capitalism,36
capitalism,0.2865848768,0.3783121752,0.3255908231,0,0,1,0,0,0.9982661475,0.153,0,0,0.0555555556,0,0,0,0.1111111111,Why_we_need_to_rethink_capitalism,37
capitalism,0.378197115,0.3783121752,0.3255908231,0,0,1,0,0,0.9994484437,0.183,0,0,0,0,0,0.05,0,Why_we_need_to_rethink_capitalism,38
capitalism,0.3198911958,0.3783121752,0.3255908231,0,0,1,0,0,0.9985793288,0.341,0,0,0,0,0,0,0,Why_we_need_to_rethink_capitalism,39
capitalism,0.2865848768,0.3783121752,0.3255908231,0,0,1,0,0,0.9900096721,0,0,0,0,0,0,0,0,Why_we_need_to_rethink_capitalism,40
capitalism,0.2865848768,0.3783121752,0.3255908231,0,0,0,0,0,0.7495339826,0,0,0,0,0,0,0,0,Why_we_need_to_rethink_capitalism,41
capitalism,0.4299297095,0.4768807472,0.4879467456,0.6614899287,0,1,0,0,0.9999016324,0.102,0.1304347826,0.0869565217,0.0434782609,0.0869565217,0.1304347826,0.1304347826,0.0869565217,Why_we_need_to_rethink_capitalism,42
capitalism,0.3198911958,0,0,0,0,1,1,0,0.8791931,0.153,0,0,0,0,0,0,0,Why_we_need_to_rethink_capitalism,43
capitalism,0.3198911958,0,0.202194213,0,0,1,0,0,0.9996489077,0.197,0,0,0,0,0,0,0,Why_we_need_to_rethink_capitalism,44
capitalism,0.3198911958,0,0,0,0,1,0,0,0.9966023754,0,0,0,0,0,0,0,0,Why_we_need_to_rethink_capitalism,45
capitalism,0.4625809484,0.4872023008,0.3417320292,0.4974038806,1,1,0,0,0.9888832851,0.207,0.24,0.16,0.04,0.16,0.16,0.08,0,Why_we_need_to_rethink_capitalism,46
capitalism,0.1478578549,0.4499040374,0.3125249973,0.6044787598,0,0,1,0,0.7985318167,0.205,0,0,0,0,0,0,0,Why_we_need_to_rethink_capitalism,47
capitalism,0.279514336,0.4128392152,0.3463297522,0.5460379301,0,1,0,0,0.2712553406,0.082,0,0,0.0285714286,0,0,0,0.0857142857,Why_we_need_to_rethink_capitalism,48
capitalism,0.3198911958,0.5378702207,0.4805829756,0.5460379301,0,1,1,0,0.9968302366,0.076,0.0175438596,0.0175438596,0.0526315789,0.0526315789,0.0350877193,0.0175438596,0,Why_we_need_to_rethink_capitalism,49
capitalism,0.3802954532,0.4635421466,0.5473576609,0.5621082916,1,1,1,1,0.8828106794,0.291,0.0588235294,0.0392156863,0.0392156863,0.0588235294,0.0784313725,0.0784313725,0,Why_we_need_to_rethink_capitalism,50
capitalism,0.3297599859,0.4847899136,0.4166282782,0,0,1,0,0,0.9994736209,0,0,0,0,0,0,0,0.1538461538,Why_we_need_to_rethink_capitalism,51
capitalism,0.4472832689,0.5607815996,0.5973042057,0.5424864897,0,1,0,0,0.9165125475,0.324,0,0,0,0,0,0,0,Why_we_need_to_rethink_capitalism,52
capitalism,0.3198911958,0.4635421466,0.2760041615,0,0,1,1,1,0.0378225855,0.06,0,0,0,0,0,0,0,Why_we_need_to_rethink_capitalism,53
capitalism,0.3198911958,0,0,0,0,1,0,0,0.8129482922,0.222,0,0,0,0,0,0,0,Why_we_need_to_rethink_capitalism,54
capitalism,0.3934767836,0.5378702207,0.4805829756,0.6614899287,0,1,0,0,0.0112541054,0.2,0,0,0,0,0,0,0.0952380952,Why_we_need_to_rethink_capitalism,55
capitalism,1,1,0.7916910154,0.7971018066,1,1,1,0,0.9972164375,0.413,0,0,0.0454545455,0,0,0,0,Why_we_need_to_rethink_capitalism,56
capitalism,1,1,0.7916910154,0.7971018066,0,1,0,0,0.3831109748,0.362,0,0,0.1428571429,0,0,0,0,Why_we_need_to_rethink_capitalism,57
capitalism,0.3297599859,0.3297599859,0.4166282782,0,0,1,1,0,0.9390554116,0.102,0,0,0.375,0,0,0,0,Why_we_need_to_rethink_capitalism,58
capitalism,0.3297599859,0.3297599859,0.4166282782,0.2608465007,0,1,1,0,0.8295275928,0,0,0,0,0,0,0,0,Why_we_need_to_rethink_capitalism,59
capitalism,0.2865848768,0.3783121752,0.3255908231,0,0,1,0,0,0.9818346547,0.437,0,0,0,0,0,0,0,Why_we_need_to_rethink_capitalism,60
capitalism,0.2865848768,0.3783121752,0.3255908231,0.3163600739,0,1,0,0,0.9873244821,0.275,0,0,0,0,0,0,0,Why_we_need_to_rethink_capitalism,61
capitalism,0.2865848768,0.5063083958,0.3255908231,0,1,1,0,0,0.9704452976,0.433,0.0555555556,0.0555555556,0,0.0555555556,0.0555555556,0.1666666667,0,Why_we_need_to_rethink_capitalism,62
capitalism,0.4039335791,0.4441488508,0.5010652379,0.3413130257,0,1,0,0,0.027889496,0.246,0,0,0.0384615385,0,0,0,0.0384615385,Why_we_need_to_rethink_capitalism,63
capitalism,0.3897160538,0.3897160538,0.3255908231,0.3897160538,0,1,1,0,0.9863934274,0.286,0,0,0,0,0,0,0.0384615385,Why_we_need_to_rethink_capitalism,64
capitalism,0.3112420871,0.4020887936,0.4020887936,0,0,1,1,0,0.8813053184,0.152,0,0,0,0,0,0,0,Why_we_need_to_rethink_capitalism,65
capitalism,0.3198911958,0.4847899136,0.3879248702,0,0,1,1,0,0.7297235191,0,0,0,0.0333333333,0,0,0,0.0333333333,Why_we_need_to_rethink_capitalism,66
capitalism,0.3198911958,0,0,0,0,0,0,0,0.9359837517,0.288,0,0,0,0,0,0,0.1052631579,Why_we_need_to_rethink_capitalism,67
capitalism,0.3198911958,0,0,0,0,0,0,0,0.5128905707,0,0,0,0,0,0,0,0,Why_we_need_to_rethink_capitalism,68
capitalism,0,0,0,0,0,0,0,0,0.8742003288,0.714,0,0,0,0,0,0,0,Why_we_need_to_rethink_capitalism,69
markets.civic life,0.7006978784,0.7555730758,0.5221741605,0,0,1,0,0,0.9950498963,0,0,0,0,0,0,0,0.05,Why_we_shouldn't_trust_markets_with_our_civic_life,1
markets.civic life,0.7675451181,0.7675451181,0.615942344,0.5261614889,1,1,1,0,0.9473941634,0,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,2
markets.civic life,0.7105174735,0,0,0,0,1,0,1,0.9956000423,0.213,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,3
markets.civic life,0.7680954919,0.7680954919,0.586718502,0,0,1,0,0,0.9817351002,0.737,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,4
markets.civic life,0.7105174735,0,0,0,0,1,0,0,0.980994478,0,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,5
markets.civic life,0.7105174735,0,0,0,0,0,0,0,0.9932520912,0,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,6
markets.civic life,0,0,0,0,0,0,0,0,0.7098072411,0,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,7
markets.civic life,0.7680954919,0.7680954919,0.586718502,0,0,1,0,1,0.9884152843,0,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,8
markets.civic life,0.7680954919,0.7680954919,0.586718502,0,0,1,0,0,0.9813336031,0,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,9
markets.civic life,0,0,0,0,0,0,0,0,0.285212843,0,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,10
markets.civic life,0,0,0,0,0,0,0,0,0.285212843,0,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,11
markets.civic life,0.7105174735,0.6480815617,0.3494321117,0.5805081462,0,1,1,0,0.9684398,0.306,0.04,0.04,0,0,0.04,0.08,0.16,Why_we_shouldn't_trust_markets_with_our_civic_life,12
markets.civic life,0.7105174735,0,0,0,0,0,0,0,0.978713649,0.085,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,13
markets.civic life,0.7163165513,0,0,0,0,1,0,0,0.3786869625,0.366,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,14
markets.civic life,0.7994166192,0,0,0,0,1,0,0,0.9560893614,0.263,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,15
markets.civic life,0,0.5987134635,0.4608576358,0.5087218194,0,1,0,1,0.9646563449,0.141,0,0,0,0,0,0,0.1666666667,Why_we_shouldn't_trust_markets_with_our_civic_life,16
markets.civic life,0.69753627,0.767760353,0.4779685544,0.7734853099,0,1,1,0,0.9987877104,0.123,0,0,0,0,0,0,0.0625,Why_we_shouldn't_trust_markets_with_our_civic_life,17
markets.civic life,0.7314080974,0.6877382151,0.6005043178,0.6655322081,0,1,1,0,0.9965934201,0.14,0,0,0,0,0,0,0.0333333333,Why_we_shouldn't_trust_markets_with_our_civic_life,18
markets.civic life,0.7680954919,0.8628125589,0.586718502,0.8022423093,0,1,0,0,0.0003389733,0.06,0.0666666667,0.0166666667,0.0333333333,0.0833333333,0.05,0.0166666667,0.0333333333,Why_we_shouldn't_trust_markets_with_our_civic_life,19
markets.civic life,0,0,0,0,0,0,0,0,0.9056285238,0,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,20
markets.civic life,0.7680954919,0.7680954919,0.586718502,0,0,1,0,0,0.981841692,0.102,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,21
markets.civic life,0.7002622218,0,0,0,0,1,0,0,0.6872282813,0.554,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,22
markets.civic life,0.7105174735,0.4288380911,0.4395635192,0.5114498356,0,1,0,1,0.9078746594,0,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,23
markets.civic life,0.7994166192,0,0,0,0,1,1,0,0.8792684908,0.096,0.2,0.16,0,0.08,0.16,0.04,0,Why_we_shouldn't_trust_markets_with_our_civic_life,24
markets.civic life,0.7002622218,0,0,0,0,1,0,0,0.5052208595,0,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,25
markets.civic life,0.7002622218,0,0,0,0,1,0,0,0.9716346884,0,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,26
markets.civic life,0.7576189326,0.7488156642,0.6726466831,0.7169023379,0,1,0,0,0.9739540487,0.136,0.0303030303,0.0303030303,0.0303030303,0.0303030303,0.0303030303,0.1818181818,0,Why_we_shouldn't_trust_markets_with_our_civic_life,27
markets.civic life,0.7680954919,0.7948194447,0.6632998783,0.795370439,0,1,0,0,0.6713613755,0.139,0,0,0,0,0,0,0.0689655172,Why_we_shouldn't_trust_markets_with_our_civic_life,28
markets.civic life,0,0,0,0,0,0,1,0,0.9469579072,0.592,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,29
markets.civic life,0.7829147342,0,0,0,0,1,0,0,0.9016803584,0.326,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,30
markets.civic life,0.7252422037,0.7846166295,0.4850993813,0,0,1,0,0,0.977906797,0,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,31
markets.civic life,0.7846166295,0.7892405896,0.6552863713,0.0441471989,0,1,0,0,0.5847127283,0,0.125,0,0.375,0.75,0.25,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,32
markets.civic life,0.7673476557,0.6336649728,0.615942344,0.5261614889,0,0,0,0,0.9936747701,0.207,0.2666666667,0.1333333333,0,0,0.1333333333,0.1333333333,0,Why_we_shouldn't_trust_markets_with_our_civic_life,33
markets.civic life,0.7656245824,0.7656245824,0.6455422124,0.5261614889,1,0,0,0,0.9972637244,0.148,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,34
markets.civic life,0.6336649728,0.6336649728,0.615942344,0.5261614889,0,1,0,0,0.9973730813,0.284,0.0697674419,0.0465116279,0.1162790698,0.0697674419,0.0697674419,0.2325581395,0,Why_we_shouldn't_trust_markets_with_our_civic_life,35
markets.civic life,0,0,0,0,0,1,0,0,0.9835925223,0,0.0588235294,0.0588235294,0.1764705882,0.1176470588,0.0588235294,0.1764705882,0,Why_we_shouldn't_trust_markets_with_our_civic_life,36
markets.civic life,0.7583058718,0,0,0,0,1,0,0,0.986391816,0.42,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,37
markets.civic life,0.7680954919,0.7948194447,0.6632998783,0.795370439,0,1,0,0,0.9521017421,0.22,0,0,0,0,0,0,0.1162790698,Why_we_shouldn't_trust_markets_with_our_civic_life,38
markets.civic life,0.7252422037,0.7846166295,0.4850993813,0,0,1,0,0,0.9955427054,0.274,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,39
markets.civic life,0.6726727986,0.8168196357,0.6933607122,0.8810041837,0,1,0,0,0.9130477121,0.411,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,40
markets.civic life,0.2610041534,0.6077316271,0.692558794,0.4100836718,0,1,0,0,0.6081563894,0.273,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,41
markets.civic life,0.7163165513,0,0,0,0,1,0,0,0.4846440899,0,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,42
markets.civic life,0.7163165513,0,0,0,0,1,0,0,0.6417483272,0,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,43
markets.civic life,0.7163165513,0,0,0,0,1,0,1,0.027048142,0,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,44
markets.civic life,0.7163165513,0.7962893106,0.7948194447,0.6996906512,1,1,0,1,0.012506514,0,0.0588235294,0.0588235294,0,0,0.0588235294,0.1176470588,0,Why_we_shouldn't_trust_markets_with_our_civic_life,45
markets.civic life,0.69753627,0.767760353,0.4779685544,0.7734853099,0,1,0,0,0.9988125018,0.302,0,0,0,0,0,0,0.3,Why_we_shouldn't_trust_markets_with_our_civic_life,46
markets.civic life,0.69753627,0.767760353,0.4779685544,0.7734853099,0,1,0,0,0.99788193,0,0,0,0,0,0,0,0.25,Why_we_shouldn't_trust_markets_with_our_civic_life,47
markets.civic life,0.7256863059,0.7710390942,0.7164068249,1,0,1,0,0,0.9652924927,0,0,0.1052631579,0.1578947368,0.1052631579,0.0526315789,0.0526315789,0,Why_we_shouldn't_trust_markets_with_our_civic_life,48
markets.civic life,0.7680954919,0.7680954919,0.586718502,0,0,1,0,0,0.9942066173,0,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,49
markets.civic life,0.7163165513,0,0,0,0,0,0,0,0.8305074679,0,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,50
markets.civic life,0.7105174735,0,0,0,0,1,0,0,0.9986213359,0,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,51
markets.civic life,0,0,0,0,0,1,0,0,0.994623923,0.267,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,52
markets.civic life,0,0,0,0,0,0,0,0,0.9264949427,0,0,0,0.1428571429,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,53
markets.civic life,0.7680954919,0.7680954919,0.586718502,0,0,1,0,0,0.9999889757,0.106,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,54
markets.civic life,0,0,0,0,0,0,0,0,0.9026190037,0.615,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,55
markets.civic life,0.7122540515,0.7122540515,0,0,0,0,0,0,0.9869922655,0,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,56
markets.civic life,0.4319138054,0.8402362177,0.6726466831,0,0,1,0,0,0.9999816081,0.191,0,0,0,0,0,0,0.125,Why_we_shouldn't_trust_markets_with_our_civic_life,57
markets.civic life,0,0,0,0,0,0,0,0,0.9090063541,0,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,58
markets.civic life,0.7351759455,0,0,0,0,1,0,0,0.8572183758,0,0,0,0.25,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,59
markets.civic life,0.7978290205,0,0,0,0,0,0,0,0.994907571,0,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,60
markets.civic life,0.6945577212,0.6945577212,0.4934709086,0,0,0,0,0,0.5227681079,0,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,61
markets.civic life,0,0,0,0,0,0,0,0,0.8742003288,1,0,0,0,0,0,0,0,Why_we_shouldn't_trust_markets_with_our_civic_life,62
markets.civic life,0.7680954919,0.7846166295,0.586718502,0,1,1,0,0,0.9998141866,0.289,0.0476190476,0,0,0.0238095238,0.0476190476,0,0.0238095238,Why_we_shouldn't_trust_markets_with_our_civic_life,63
